Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Croydon,2011,Domestic,Oil,2011,2.400408391
Ealing,2011,Domestic,Oil,2011,1.747807456
Enfield,2011,Domestic,Oil,2011,1.696116293
Greenwich,2011,Domestic,Oil,2011,1.198588847
Hackney,2011,Domestic,Oil,2011,0.791520937
Hammersmith and Fulham,2011,Domestic,Oil,2011,0.959517217
Haringey,2011,Domestic,Oil,2011,0.836750704
Harrow,2011,Domestic,Oil,2011,1.444121872
Havering,2011,Domestic,Oil,2011,2.099953505
Hillingdon,2011,Domestic,Oil,2011,2.490867927
Hounslow,2011,Domestic,Oil,2011,1.841497689
Islington,2011,Domestic,Oil,2011,0.794751634
Kensington and Chelsea,2011,Domestic,Oil,2011,2.549020485
Kingston,2011,Domestic,Oil,2011,0.923979542
Lambeth,2011,Domestic,Oil,2011,1.570119082
Lewisham,2011,Domestic,Oil,2011,1.079053032
Merton,2011,Domestic,Oil,2011,1.182435358
Newham,2011,Domestic,Oil,2011,0.455528376
Redbridge,2011,Domestic,Oil,2011,1.272894894
Richmond,2011,Domestic,Oil,2011,1.78334513
Southwark,2011,Domestic,Oil,2011,1.650886525
Sutton,2011,Domestic,Oil,2011,1.385969313
Tower Hamlets,2011,Domestic,Oil,2011,1.211511638
Waltham Forest,2011,Domestic,Oil,2011,0.762444657
Wandsworth,2011,Domestic,Oil,2011,1.44735257
Westminster,2011,Domestic,Oil,2011,3.689456773
Unapportioned,2011,Domestic,Oil,2011,-
London,2011,Domestic,Oil,2011,51.8268525
Barking and Dagenham,2011,Domestic,Total,N/A,277.948573
Barnet,2011,Domestic,Total,N/A,719.1518452
Bexley,2011,Domestic,Total,N/A,425.4281849
Brent,2011,Domestic,Total,N/A,500.4825931
Bromley,2011,Domestic,Total,N/A,663.7969925
Camden,2011,Domestic,Total,N/A,359.9189698
City of London,2011,Domestic,Total,N/A,18.61626166
Croydon,2011,Domestic,Total,N/A,679.9931218
Ealing,2011,Domestic,Total,N/A,556.5549785
Enfield,2011,Domestic,Total,N/A,543.5478122
Greenwich,2011,Domestic,Total,N/A,402.0907418
Hackney,2011,Domestic,Total,N/A,358.427851
Hammersmith and Fulham,2011,Domestic,Total,N/A,309.2105033
Haringey,2011,Domestic,Total,N/A,428.3174363
Harrow,2011,Domestic,Total,N/A,439.5919761
Havering,2011,Domestic,Total,N/A,462.7816363
Hillingdon,2011,Domestic,Total,N/A,482.628435
Hounslow,2011,Domestic,Total,N/A,410.1785485
Islington,2011,Domestic,Total,N/A,330.4933298
Kensington and Chelsea,2011,Domestic,Total,N/A,357.3930871
Kingston,2011,Domestic,Total,N/A,301.6504664
Lambeth,2011,Domestic,Total,N/A,485.4371776
Lewisham,2011,Domestic,Total,N/A,458.8622959
Merton,2011,Domestic,Total,N/A,357.6396895
Newham,2011,Domestic,Total,N/A,395.2279523
Redbridge,2011,Domestic,Total,N/A,474.0471929
Richmond,2011,Domestic,Total,N/A,395.9095365
Southwark,2011,Domestic,Total,N/A,423.9296855
Sutton,2011,Domestic,Total,N/A,363.2263442
Tower Hamlets,2011,Domestic,Total,N/A,332.1673596
Waltham Forest,2011,Domestic,Total,N/A,405.275628
Wandsworth,2011,Domestic,Total,N/A,532.5970825
Westminster,2011,Domestic,Total,N/A,433.5998923
Unapportioned,2011,Domestic,Total,N/A,-
London,2011,Domestic,Total,N/A,14086.12318
Barking and Dagenham,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,187.4094936
Barnet,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,228.2875795
Bexley,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,170.5569393
Brent,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,221.8571971
Bromley,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,170.9577322
Camden,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,626.4951722
City of London,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,1139.67172
Croydon,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,276.0364413
Ealing,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,401.2798539
Enfield,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,216.4083075
Greenwich,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,163.6028313
Hackney,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,214.8864691
Hammersmith and Fulham,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,334.0004212
Haringey,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,158.0450667
Harrow,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,98.50522695
Havering,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,166.1075736
Hillingdon,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,492.043812
Hounslow,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,466.6762433
Islington,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,409.4811602
Kensington and Chelsea,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,599.2049455
Kingston,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,140.8269549
Lambeth,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,272.1033998
Lewisham,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,118.051962
Merton,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,193.4700486
Newham,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,429.1777864
Redbridge,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,114.4751246
Richmond,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,145.9561853
Southwark,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,513.1455129
Sutton,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,161.7271581
Tower Hamlets,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,1106.843914
Waltham Forest,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,163.058035
Wandsworth,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,147.9064456
Westminster,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,1605.052862
Unapportioned,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,-
London,2011,Industrial and Commercial,Electricity w/o rail,2010/2011,11853.30958
Barking and Dagenham,2011,Industrial and Commercial,Gas,2011,42.62172663
Barnet,2011,Industrial and Commercial,Gas,2011,96.77280764
Bexley,2011,Industrial and Commercial,Gas,2011,136.32484
Brent,2011,Industrial and Commercial,Gas,2011,92.08287834
Bromley,2011,Industrial and Commercial,Gas,2011,69.51200085
Camden,2011,Industrial and Commercial,Gas,2011,258.4806202
City of London,2011,Industrial and Commercial,Gas,2011,140.8008695
Croydon,2011,Industrial and Commercial,Gas,2011,81.4957841
Ealing,2011,Industrial and Commercial,Gas,2011,134.0033177
Enfield,2011,Industrial and Commercial,Gas,2011,106.8560982
Greenwich,2011,Industrial and Commercial,Gas,2011,180.9482697
Hackney,2011,Industrial and Commercial,Gas,2011,49.03672085
Hammersmith and Fulham,2011,Industrial and Commercial,Gas,2011,108.7718751
Haringey,2011,Industrial and Commercial,Gas,2011,58.86245212
Harrow,2011,Industrial and Commercial,Gas,2011,84.07259259
Havering,2011,Industrial and Commercial,Gas,2011,38.91045981
Hillingdon,2011,Industrial and Commercial,Gas,2011,173.7292775
Hounslow,2011,Industrial and Commercial,Gas,2011,114.1358007
Islington,2011,Industrial and Commercial,Gas,2011,102.643342
Kensington and Chelsea,2011,Industrial and Commercial,Gas,2011,161.095048
Kingston,2011,Industrial and Commercial,Gas,2011,43.72297013
Lambeth,2011,Industrial and Commercial,Gas,2011,145.6893185
Lewisham,2011,Industrial and Commercial,Gas,2011,56.33413965
Merton,2011,Industrial and Commercial,Gas,2011,58.80339808
Newham,2011,Industrial and Commercial,Gas,2011,241.0016078
Redbridge,2011,Industrial and Commercial,Gas,2011,42.30589379
Richmond,2011,Industrial and Commercial,Gas,2011,61.5762509
Southwark,2011,Industrial and Commercial,Gas,2011,161.558363
Sutton,2011,Industrial and Commercial,Gas,2011,44.20268342
Tower Hamlets,2011,Industrial and Commercial,Gas,2011,131.0822622
Waltham Forest,2011,Industrial and Commercial,Gas,2011,52.19475317
Wandsworth,2011,Industrial and Commercial,Gas,2011,112.5427756
Westminster,2011,Industrial and Commercial,Gas,2011,473.7134069
Unapportioned,2011,Industrial and Commercial,Gas,2011,23.37829677
London,2011,Industrial and Commercial,Gas,2011,3879.262901
Barking and Dagenham,2011,Industrial and Commercial,Coal,2011,3.196673902
Barnet,2011,Industrial and Commercial,Coal,2011,0.853349389
Bexley,2011,Industrial and Commercial,Coal,2011,0.877053539
Brent,2011,Industrial and Commercial,Coal,2011,0
Bromley,2011,Industrial and Commercial,Coal,2011,0.12867967
Camden,2011,Industrial and Commercial,Coal,2011,0
City of London,2011,Industrial and Commercial,Coal,2011,0.020317843
Croydon,2011,Industrial and Commercial,Coal,2011,0.325085482
Ealing,2011,Industrial and Commercial,Coal,2011,0.399584238
Enfield,2011,Industrial and Commercial,Coal,2011,0.101589213
Greenwich,2011,Industrial and Commercial,Coal,2011,1.083618272
Hackney,2011,Industrial and Commercial,Coal,2011,0.135452284
Hammersmith and Fulham,2011,Industrial and Commercial,Coal,2011,0
Haringey,2011,Industrial and Commercial,Coal,2011,0.037249378
Harrow,2011,Industrial and Commercial,Coal,2011,0.155770127
Havering,2011,Industrial and Commercial,Coal,2011,1.425635289
Hillingdon,2011,Industrial and Commercial,Coal,2011,3.156038217
Hounslow,2011,Industrial and Commercial,Coal,2011,0
Islington,2011,Industrial and Commercial,Coal,2011,0.094816599
Kensington and Chelsea,2011,Industrial and Commercial,Coal,2011,0.057567221
Kingston,2011,Industrial and Commercial,Coal,2011,0.040635685
Lambeth,2011,Industrial and Commercial,Coal,2011,0
Lewisham,2011,Industrial and Commercial,Coal,2011,0
Merton,2011,Industrial and Commercial,Coal,2011,0.037249378
Newham,2011,Industrial and Commercial,Coal,2011,3.880707937
Redbridge,2011,Industrial and Commercial,Coal,2011,2.363642356
Richmond,2011,Industrial and Commercial,Coal,2011,0
Southwark,2011,Industrial and Commercial,Coal,2011,0.074498756
Sutton,2011,Industrial and Commercial,Coal,2011,0
Tower Hamlets,2011,Industrial and Commercial,Coal,2011,0.172701662
Waltham Forest,2011,Industrial and Commercial,Coal,2011,0.237041497
Wandsworth,2011,Industrial and Commercial,Coal,2011,0
Westminster,2011,Industrial and Commercial,Coal,2011,0.037249378
Unapportioned,2011,Industrial and Commercial,Coal,2011,-
London,2011,Industrial and Commercial,Coal,2011,18.89220731
Barking and Dagenham,2011,Industrial and Commercial,Oil,2011,42.57678128
Barnet,2011,Industrial and Commercial,Oil,2011,9.655978461
Bexley,2011,Industrial and Commercial,Oil,2011,32.16579578
Brent,2011,Industrial and Commercial,Oil,2011,22.57221459
Bromley,2011,Industrial and Commercial,Oil,2011,22.05743707
Camden,2011,Industrial and Commercial,Oil,2011,11.76500639
City of London,2011,Industrial and Commercial,Oil,2011,3.266497399
Croydon,2011,Industrial and Commercial,Oil,2011,11.27830764
Ealing,2011,Industrial and Commercial,Oil,2011,29.48583277
Enfield,2011,Industrial and Commercial,Oil,2011,25.58912289
Greenwich,2011,Industrial and Commercial,Oil,2011,9.871249063
Hackney,2011,Industrial and Commercial,Oil,2011,5.709350754
Hammersmith and Fulham,2011,Industrial and Commercial,Oil,2011,10.89768425
Haringey,2011,Industrial and Commercial,Oil,2011,8.008690375
Harrow,2011,Industrial and Commercial,Oil,2011,7.022813414
Havering,2011,Industrial and Commercial,Oil,2011,16.20457258
Hillingdon,2011,Industrial and Commercial,Oil,2011,108.2592739
Hounslow,2011,Industrial and Commercial,Oil,2011,25.22721869
Islington,2011,Industrial and Commercial,Oil,2011,7.840217729
Kensington and Chelsea,2011,Industrial and Commercial,Oil,2011,2.792278101
Kingston,2011,Industrial and Commercial,Oil,2011,4.45828537
Lambeth,2011,Industrial and Commercial,Oil,2011,3.89982975
Lewisham,2011,Industrial and Commercial,Oil,2011,5.696871299
Merton,2011,Industrial and Commercial,Oil,2011,9.777653149
Newham,2011,Industrial and Commercial,Oil,2011,28.30340439
Redbridge,2011,Industrial and Commercial,Oil,2011,6.595392073
Richmond,2011,Industrial and Commercial,Oil,2011,7.39719707
Southwark,2011,Industrial and Commercial,Oil,2011,6.124292639
Sutton,2011,Industrial and Commercial,Oil,2011,12.48569493
Tower Hamlets,2011,Industrial and Commercial,Oil,2011,7.837097866
Waltham Forest,2011,Industrial and Commercial,Oil,2011,12.6947258
Wandsworth,2011,Industrial and Commercial,Oil,2011,6.514275614
Westminster,2011,Industrial and Commercial,Oil,2011,15.20933603
Unapportioned,2011,Industrial and Commercial,Oil,2011,-
London,2011,Industrial and Commercial,Oil,2011,539.2403791
Barking and Dagenham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Barnet,2011,Industrial and Commercial,Waste and Renewables,2011,0
Bexley,2011,Industrial and Commercial,Waste and Renewables,2011,3.524875971
Brent,2011,Industrial and Commercial,Waste and Renewables,2011,0
Bromley,2011,Industrial and Commercial,Waste and Renewables,2011,0.067755053
Camden,2011,Industrial and Commercial,Waste and Renewables,2011,0
City of London,2011,Industrial and Commercial,Waste and Renewables,2011,0
Croydon,2011,Industrial and Commercial,Waste and Renewables,2011,0.025811449
Ealing,2011,Industrial and Commercial,Waste and Renewables,2011,0
Enfield,2011,Industrial and Commercial,Waste and Renewables,2011,3.10866636
Greenwich,2011,Industrial and Commercial,Waste and Renewables,2011,0
Hackney,2011,Industrial and Commercial,Waste and Renewables,2011,0
Hammersmith and Fulham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Haringey,2011,Industrial and Commercial,Waste and Renewables,2011,0
Harrow,2011,Industrial and Commercial,Waste and Renewables,2011,0
Havering,2011,Industrial and Commercial,Waste and Renewables,2011,0.003226431
Hillingdon,2011,Industrial and Commercial,Waste and Renewables,2011,28.87494508
Hounslow,2011,Industrial and Commercial,Waste and Renewables,2011,0
Islington,2011,Industrial and Commercial,Waste and Renewables,2011,0
Kensington and Chelsea,2011,Industrial and Commercial,Waste and Renewables,2011,0
Kingston,2011,Industrial and Commercial,Waste and Renewables,2011,0
Lambeth,2011,Industrial and Commercial,Waste and Renewables,2011,0
Lewisham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Merton,2011,Industrial and Commercial,Waste and Renewables,2011,0
Newham,2011,Industrial and Commercial,Waste and Renewables,2011,3.076402049
Redbridge,2011,Industrial and Commercial,Waste and Renewables,2011,0
Richmond,2011,Industrial and Commercial,Waste and Renewables,2011,0
Southwark,2011,Industrial and Commercial,Waste and Renewables,2011,0
Sutton,2011,Industrial and Commercial,Waste and Renewables,2011,0
Tower Hamlets,2011,Industrial and Commercial,Waste and Renewables,2011,0.288765583
Waltham Forest,2011,Industrial and Commercial,Waste and Renewables,2011,0
Wandsworth,2011,Industrial and Commercial,Waste and Renewables,2011,0
Westminster,2011,Industrial and Commercial,Waste and Renewables,2011,0
Unapportioned,2011,Industrial and Commercial,Waste and Renewables,2011,-
London,2011,Industrial and Commercial,Waste and Renewables,2011,38.97044798
Barking and Dagenham,2011,Industrial and Commercial,Total,N/A,275.8046755
Barnet,2011,Industrial and Commercial,Total,N/A,335.569715
Bexley,2011,Industrial and Commercial,Total,N/A,343.4495045
Brent,2011,Industrial and Commercial,Total,N/A,336.5122901
Bromley,2011,Industrial and Commercial,Total,N/A,262.7236049
Camden,2011,Industrial and Commercial,Total,N/A,896.7407989
City of London,2011,Industrial and Commercial,Total,N/A,1283.759405
Croydon,2011,Industrial and Commercial,Total,N/A,369.16143
Ealing,2011,Industrial and Commercial,Total,N/A,565.1685886
Enfield,2011,Industrial and Commercial,Total,N/A,352.0637841
Greenwich,2011,Industrial and Commercial,Total,N/A,355.5059683
Hackney,2011,Industrial and Commercial,Total,N/A,269.767993
Hammersmith and Fulham,2011,Industrial and Commercial,Total,N/A,453.6699805
Haringey,2011,Industrial and Commercial,Total,N/A,224.9534585
Harrow,2011,Industrial and Commercial,Total,N/A,189.7564031
Havering,2011,Industrial and Commercial,Total,N/A,222.6514677
Hillingdon,2011,Industrial and Commercial,Total,N/A,806.0633466
Hounslow,2011,Industrial and Commercial,Total,N/A,606.0392626
Islington,2011,Industrial and Commercial,Total,N/A,520.0595365
Kensington and Chelsea,2011,Industrial and Commercial,Total,N/A,763.1498389
Kingston,2011,Industrial and Commercial,Total,N/A,189.0488461
Lambeth,2011,Industrial and Commercial,Total,N/A,421.692548
Lewisham,2011,Industrial and Commercial,Total,N/A,180.0829729
Merton,2011,Industrial and Commercial,Total,N/A,262.0883492
Newham,2011,Industrial and Commercial,Total,N/A,705.4399086
Redbridge,2011,Industrial and Commercial,Total,N/A,165.7400529
Richmond,2011,Industrial and Commercial,Total,N/A,214.9296333
Southwark,2011,Industrial and Commercial,Total,N/A,680.9026673
Sutton,2011,Industrial and Commercial,Total,N/A,218.4155364
Tower Hamlets,2011,Industrial and Commercial,Total,N/A,1246.224741
Waltham Forest,2011,Industrial and Commercial,Total,N/A,228.1845555
Wandsworth,2011,Industrial and Commercial,Total,N/A,266.9634968
Westminster,2011,Industrial and Commercial,Total,N/A,2094.012855
Unapportioned,2011,Industrial and Commercial,Total,N/A,23.37829677
London,2011,Industrial and Commercial,Total,N/A,16329.67551
Barking and Dagenham,2011,Transport,Aviation,2010,0
Barnet,2011,Transport,Aviation,2010,0.22499158
Bexley,2011,Transport,Aviation,2010,7.579761456
Brent,2011,Transport,Aviation,2010,0.322564002
Bromley,2011,Transport,Aviation,2010,1.41119564
Camden,2011,Transport,Aviation,2010,0
City of London,2011,Transport,Aviation,2010,1.174656676
Croydon,2011,Transport,Aviation,2010,0.283064115
Ealing,2011,Transport,Aviation,2010,0.16597503
Enfield,2011,Transport,Aviation,2010,0.300234181
Greenwich,2011,Transport,Aviation,2010,6.078590646
Hackney,2011,Transport,Aviation,2010,0.107406571
Hammersmith and Fulham,2011,Transport,Aviation,2010,13.7971708
Haringey,2011,Transport,Aviation,2010,0
Harrow,2011,Transport,Aviation,2010,0.239383946
Havering,2011,Transport,Aviation,2010,2.695768551
Hillingdon,2011,Transport,Aviation,2010,650.8242279
Hounslow,2011,Transport,Aviation,2010,94.50651197
Islington,2011,Transport,Aviation,2010,0
Kensington and Chelsea,2011,Transport,Aviation,2010,1.744669336
Kingston,2011,Transport,Aviation,2010,0
Lambeth,2011,Transport,Aviation,2010,0
Lewisham,2011,Transport,Aviation,2010,0.00867258
Merton,2011,Transport,Aviation,2010,0
Newham,2011,Transport,Aviation,2010,34.35846877
Redbridge,2011,Transport,Aviation,2010,0.781032198
Richmond,2011,Transport,Aviation,2010,40.23768176
Southwark,2011,Transport,Aviation,2010,1.164580766
Sutton,2011,Transport,Aviation,2010,0.044194445
Tower Hamlets,2011,Transport,Aviation,2010,0.00061721
Waltham Forest,2011,Transport,Aviation,2010,0.757644913
Wandsworth,2011,Transport,Aviation,2010,12.33024414
Westminster,2011,Transport,Aviation,2010,0
Unapportioned,2011,Transport,Aviation,2010,-
London,2011,Transport,Aviation,2010,871.1393091
Barking and Dagenham,2011,Transport,Shipping,2010,0.293778308
Barnet,2011,Transport,Shipping,2010,0
Bexley,2011,Transport,Shipping,2010,0.544239365
Brent,2011,Transport,Shipping,2010,0
Bromley,2011,Transport,Shipping,2010,0
Camden,2011,Transport,Shipping,2010,0
City of London,2011,Transport,Shipping,2010,2.451225323
Croydon,2011,Transport,Shipping,2010,1.158165432
Ealing,2011,Transport,Shipping,2010,0
Enfield,2011,Transport,Shipping,2010,0
Greenwich,2011,Transport,Shipping,2010,0.324060648
Hackney,2011,Transport,Shipping,2010,2.216593596
Hammersmith and Fulham,2011,Transport,Shipping,2010,0.01044974
Haringey,2011,Transport,Shipping,2010,0.216468994
Harrow,2011,Transport,Shipping,2010,0
Havering,2011,Transport,Shipping,2010,0.556677736
Hillingdon,2011,Transport,Shipping,2010,0
Hounslow,2011,Transport,Shipping,2010,0
Islington,2011,Transport,Shipping,2010,0.107684083
Kensington and Chelsea,2011,Transport,Shipping,2010,0.005091062
Kingston,2011,Transport,Shipping,2010,0.070466036
Lambeth,2011,Transport,Shipping,2010,0.057792654
Lewisham,2011,Transport,Shipping,2010,1.922473337
Merton,2011,Transport,Shipping,2010,0
Newham,2011,Transport,Shipping,2010,0.198184393
Redbridge,2011,Transport,Shipping,2010,1.830045437
Richmond,2011,Transport,Shipping,2010,0
Southwark,2011,Transport,Shipping,2010,0.360462221
Sutton,2011,Transport,Shipping,2010,2.217137348
Tower Hamlets,2011,Transport,Shipping,2010,0.124763997
Waltham Forest,2011,Transport,Shipping,2010,4.509016982
Wandsworth,2011,Transport,Shipping,2010,0.016083279
Westminster,2011,Transport,Shipping,2010,0.177314209
Unapportioned,2011,Transport,Shipping,2010,-
London,2011,Transport,Shipping,2010,19.36817418
Barking and Dagenham,2011,Transport,Railways diesel,2010,3.147010376
Barnet,2011,Transport,Railways diesel,2010,6.499300709
Bexley,2011,Transport,Railways diesel,2010,1.149897478
Brent,2011,Transport,Railways diesel,2010,8.774775882
Bromley,2011,Transport,Railways diesel,2010,1.265565585
Camden,2011,Transport,Railways diesel,2010,8.427626564
City of London,2011,Transport,Railways diesel,2010,0.010794913
Croydon,2011,Transport,Railways diesel,2010,1.806440076
Ealing,2011,Transport,Railways diesel,2010,21.75708299
Enfield,2011,Transport,Railways diesel,2010,0.846621183
Greenwich,2011,Transport,Railways diesel,2010,0.663979018
Hackney,2011,Transport,Railways diesel,2010,0.702484814
Hammersmith and Fulham,2011,Transport,Railways diesel,2010,4.458165757
Haringey,2011,Transport,Railways diesel,2010,3.912250912
Harrow,2011,Transport,Railways diesel,2010,3.569959526
Havering,2011,Transport,Railways diesel,2010,2.355961573
Hillingdon,2011,Transport,Railways diesel,2010,15.39230842
Hounslow,2011,Transport,Railways diesel,2010,0.676371652
Islington,2011,Transport,Railways diesel,2010,1.5679355
Kensington and Chelsea,2011,Transport,Railways diesel,2010,4.225335862
Kingston,2011,Transport,Railways diesel,2010,0.630081223
Lambeth,2011,Transport,Railways diesel,2010,1.324263882
Lewisham,2011,Transport,Railways diesel,2010,2.115822718
Merton,2011,Transport,Railways diesel,2010,1.040310518
Newham,2011,Transport,Railways diesel,2010,3.13758104
Redbridge,2011,Transport,Railways diesel,2010,1.097681854
Richmond,2011,Transport,Railways diesel,2010,0.31117962
Southwark,2011,Transport,Railways diesel,2010,0.891005834
Sutton,2011,Transport,Railways diesel,2010,0.010570403
Tower Hamlets,2011,Transport,Railways diesel,2010,0.16831837
Waltham Forest,2011,Transport,Railways diesel,2010,3.244302588
Wandsworth,2011,Transport,Railways diesel,2010,2.358449697
Westminster,2011,Transport,Railways diesel,2010,3.634069863
Unapportioned,2011,Transport,Railways diesel,2010,-
London,2011,Transport,Railways diesel,2010,111.1735064
Barking and Dagenham,2011,Transport,Railways electric,2010,25.27152026
Barnet,2011,Transport,Railways electric,2010,41.39932148
Bexley,2011,Transport,Railways electric,2010,18.00746379
Brent,2011,Transport,Railways electric,2010,69.09936524
Bromley,2011,Transport,Railways electric,2010,49.72888857
Camden,2011,Transport,Railways electric,2010,61.18219248
City of London,2011,Transport,Railways electric,2010,19.12360534
Croydon,2011,Transport,Railways electric,2010,63.00986409
Ealing,2011,Transport,Railways electric,2010,31.04554975
Enfield,2011,Transport,Railways electric,2010,27.02064528
Greenwich,2011,Transport,Railways electric,2010,19.3469172
Hackney,2011,Transport,Railways electric,2010,15.98549204
Hammersmith and Fulham,2011,Transport,Railways electric,2010,25.4321249
Haringey,2011,Transport,Railways electric,2010,35.82828494
Harrow,2011,Transport,Railways electric,2010,26.77431647
Havering,2011,Transport,Railways electric,2010,30.39406435
Hillingdon,2011,Transport,Railways electric,2010,23.08043167
Hounslow,2011,Transport,Railways electric,2010,21.78739763
Islington,2011,Transport,Railways electric,2010,31.29752683
Kensington and Chelsea,2011,Transport,Railways electric,2010,24.76781619
Kingston,2011,Transport,Railways electric,2010,18.21187896
Lambeth,2011,Transport,Railways electric,2010,61.84353119
Lewisham,2011,Transport,Railways electric,2010,45.98783213
Merton,2011,Transport,Railways electric,2010,36.51368909
Newham,2011,Transport,Railways electric,2010,54.00888129
Redbridge,2011,Transport,Railways electric,2010,23.31012787
Richmond,2011,Transport,Railways electric,2010,23.65406205
Southwark,2011,Transport,Railways electric,2010,41.43971931
Sutton,2011,Transport,Railways electric,2010,8.08819052
Tower Hamlets,2011,Transport,Railways electric,2010,45.72299606
Waltham Forest,2011,Transport,Railways electric,2010,16.19836692
Wandsworth,2011,Transport,Railways electric,2010,85.21744986
Westminster,2011,Transport,Railways electric,2010,64.71501208
Unapportioned,2011,Transport,Railways electric,2010,-
London,2011,Transport,Railways electric,2010,1184.494526
Barking and Dagenham,2011,Transport,Road Transport,2010,134.0141344
Barnet,2011,Transport,Road Transport,2010,374.2197153
Bexley,2011,Transport,Road Transport,2010,181.4564459
Brent,2011,Transport,Road Transport,2010,200.670595
Bromley,2011,Transport,Road Transport,2010,246.9776735
Camden,2011,Transport,Road Transport,2010,158.2182146
City of London,2011,Transport,Road Transport,2010,48.42569621
Croydon,2011,Transport,Road Transport,2010,227.7015204
Ealing,2011,Transport,Road Transport,2010,277.1821057
Enfield,2011,Transport,Road Transport,2010,362.4278309
Greenwich,2011,Transport,Road Transport,2010,208.8521412
Hackney,2011,Transport,Road Transport,2010,125.6911398
Hammersmith and Fulham,2011,Transport,Road Transport,2010,110.1548589
Haringey,2011,Transport,Road Transport,2010,135.2786396
Harrow,2011,Transport,Road Transport,2010,133.1858292
Havering,2011,Transport,Road Transport,2010,330.4598458
Hillingdon,2011,Transport,Road Transport,2010,388.5742524
Hounslow,2011,Transport,Road Transport,2010,281.0284626
Islington,2011,Transport,Road Transport,2010,99.26722461
Kensington and Chelsea,2011,Transport,Road Transport,2010,115.4677739
Kingston,2011,Transport,Road Transport,2010,160.9061249
Lambeth,2011,Transport,Road Transport,2010,169.5701458
Lewisham,2011,Transport,Road Transport,2010,159.1750254
Merton,2011,Transport,Road Transport,2010,134.2574952
Newham,2011,Transport,Road Transport,2010,182.580051
Redbridge,2011,Transport,Road Transport,2010,243.2372624
Richmond,2011,Transport,Road Transport,2010,159.6831857
Southwark,2011,Transport,Road Transport,2010,169.5751105
Sutton,2011,Transport,Road Transport,2010,107.5012731
Tower Hamlets,2011,Transport,Road Transport,2010,165.1387934
Waltham Forest,2011,Transport,Road Transport,2010,169.3806358
Wandsworth,2011,Transport,Road Transport,2010,173.3149694
Westminster,2011,Transport,Road Transport,2010,258.6086106
Unapportioned,2011,Transport,Road Transport,2010,-
London,2011,Transport,Road Transport,2010,6392.182783
Barking and Dagenham,2011,Transport,Total,N/A,162.7264433
Barnet,2011,Transport,Total,N/A,422.3433291
Bexley,2011,Transport,Total,N/A,208.737808
Brent,2011,Transport,Total,N/A,278.8673001
Bromley,2011,Transport,Total,N/A,299.3833233
Camden,2011,Transport,Total,N/A,227.8280337
City of London,2011,Transport,Total,N/A,71.18597846
Croydon,2011,Transport,Total,N/A,293.9590541
Ealing,2011,Transport,Total,N/A,330.1507135
Enfield,2011,Transport,Total,N/A,390.5953315
Greenwich,2011,Transport,Total,N/A,235.2656887
Hackney,2011,Transport,Total,N/A,144.7031169
Hammersmith and Fulham,2011,Transport,Total,N/A,153.8527701
Haringey,2011,Transport,Total,N/A,175.2356444
Harrow,2011,Transport,Total,N/A,163.7694891
Havering,2011,Transport,Total,N/A,366.462318
Hillingdon,2011,Transport,Total,N/A,1077.87122
Hounslow,2011,Transport,Total,N/A,397.9987439
Islington,2011,Transport,Total,N/A,132.240371
Kensington and Chelsea,2011,Transport,Total,N/A,146.2106863
Kingston,2011,Transport,Total,N/A,179.8185511
Lambeth,2011,Transport,Total,N/A,232.7957335
